art,t,bpm,g,ln,s
Little Glee Monster,OVER (TV Size),180,3,3,745451
bradbreeck,Star Vs The Forces Of Evil Theme,144.4,3,2,508665
Tatsh,Kachoufuusetsu,199,2,5,4598
Qrispy Joybox feat.mao,Colorful Minutes,152,2,3,62537
Sambomaster,"Kimi wo Mamotte, Kimi wo Aishite",137.99,3,3,11581
Yves Larock,Rise Up (Extended Mix),128,5,2,5550
Mrs. GREEN APPLE,StaRt,190,4,3,1135798
in love with a ghost,trans rights,120,10,5,1744475
Ryu*,Bass 2 Bass,140,2,2,30296
96neko,Uso no Hibana,188,3,3,569503
sky_delta vs Street,Load of the Ciel,174.99,10,5,365591
Avril Lavigne,Girlfriend,164,5,2,3028
Hatsuki Yura,Shoujo to Ougonryuu no Monogatari,226,4,3,719158
Giorgio Vanni e Cristina D'Avena,Roba da Gatti! (TV Size),183,3,11,15881
Nekomata Master,Sennen no Kotowari,152.94,2,5,647730
CHiCO with HoneyWorks,Kessen Spirit (TV Size),188,3,3,1092298
Hachioji P,Electric Love feat. Hatsune Miku,128,10,3,1262099
THYME,forever we can make it! (TV Size),185,3,3,106328
URBANGARDE,BAERUNA,134,5,3,1340766
ChouCho,Yasashisa no Riyuu,177,3,3,689356
Mami Kawada,Contrail ~Kiseki~,168,3,3,425986
Katakiri Rekka & Suzuyu,Girl meets Love,185,2,3,281857
Poppin'Party,Yume wo Uchinuku Shunkan ni! (TV Size),203,3,3,1090503
Jun Kuroda,Natsukaze to Kimi no Egao,174,10,3,1342680
Ceui,Haruoto*Veil,180,2,3,677875
Kawada Mami,u/n (Cut Ver.),184,4,3,1340027
Imperial Circus Dead Decadence,Danzai No Honoo To Koibito-Tachi No Rondo,174,4,3,961431
Mami Kawada,as x sist ~Amae Beta na Watashi Nari ni~ -Short Ver-,168,2,3,384745
u's,Angelic Angel (Movie Edit),160,3,3,410598
765PRO ALLSTARS,M@STERPIECE,128.01,3,3,235477
Fujii Kaze,Shinunoga E-Wa,79,5,3,1854887
Ito Kashitaro,Melancholic,140,5,3,1189709
Hatsune Miku,Nehanshika,175,4,3,30680
mafumafu,Manjushage,140,4,3,939484
Mai Kotoge,Halo Glare,137,2,3,18958
Daniel Ingram,B.B.B.F.F,106,6,2,49308
Underoath,A Moment Suspended in Time,176,4,2,407575
sana,Hisui no Machi,180,4,3,1017483
Mami Kawada,See visionS,164,3,3,533712
HAG,Hoshikuzu Orchestra,185,5,3,804193
Aqours,Kimi no Kokoro wa Kagayaiteru kai?,182,3,3,464706
WALKUERE,GIRAFFE BLUES ~ Kaname Solo Requiem ~,108,3,3,735328
Harada Hitomi,Kyuuai Real (TV Size),163,3,3,31057
Doin,Further,194,2,5,780833
Vivy (CV: Yagi Kairi),Sing My Pleasure (TV Size),175,3,3,1508244
Junichi Masuda,Gym Leader Battle (Black/White ver.),176,2,5,53699
rejection,Aimai Attitude (feat. Nakamura Sanso),200,10,3,1601852
Daft Punk,"Harder, Better, Faster, Stronger",123.5,10,2,9183
Lil Nas X,Panini,154,9,2,1086108
Kugimiya Rie,Pre-Parade -Postparade Mix-,160,3,3,16278
PolyphonicBranch,Chameleon Love / feat.Kano,180,4,3,264819
Hatsune Miku,THIS IS SPARTAAA!!!,140,7,2,2201
Lia,"My Soul, Your Beats! (Full ver.)",145,3,3,16151
kanon x kanon,The Doll House!,120,3,3,43714
xi,FREEDOM DiVE,222.22,2,5,1667560
Sakuragawa Megu,Singing Wheel,248,4,3,1414414
Daddy DJ,Daddy DJ,135,10,2,8964
MIOYAMAZAKI,Saiai,187,4,3,1756776
xi,Blue Zenith (Cut Ver.),200,10,5,1737645
Hanasaka Yui (CV: M.A.O),Harumachi Clover (Redside Bootleg),142,10,3,1898722
Neru feat. Kagamine Rin,Datsugoku,189,4,3,813468
I am waiting for you last summer,Medley Season,130,10,5,192851
"Fear, and Loathing in Las Vegas",Take Me Out!!,186,4,2,115358
Silentroom,Nhelv,174.58,10,5,917915
Spoon,Don't You Evah,120.96,4,2,135
Trial & Error feat. bunny*kaisui,"Sore ga Zenbu, Yume ni Tsunagaru (Short Ver.)",167,5,3,1051792
Manoeuvres,Mad World (Station Earth Remix),174,10,2,434391
Function Phantom,Algebra,177,10,5,468281
Printemps,Eien Friends,156,3,3,235836
Glacier,Neos,116,10,5,771096
Duca,Dreamer Short ver.,166,2,3,238669
EGOIST,Namae no Nai Kaibutsu (TV Size),180,3,3,1031560
LazuLight,Diamond City Lights,182,5,2,1464031
Luck Life,Symbol (TV Size),154,3,3,762407
Tomatsu Haruka,Resolution (TV Size),195,3,3,1050419
Nanahira x Camellia,INFINITI MOFULITY short ver.,180,5,3,705038
Chanefutoshi,Kaleidoscope,95,4,3,232842
Sonoda Umi(CV.Mimori Suzuko),Yuuki no Reason,180,3,3,403625
Jibaku Shounen Band,No.7,190,4,3,1413965
Lie and a Chameleon,mononoke in the fiction (TV Size),194.7,5,3,1330065
Rita,Haru Hana no Iro -Reboot Ver.-,165,2,3,53785
ClariS,Butterfly Regret,167,5,3,665235
Foo Fighters,The Pretender,173,4,2,923703
Hyper Potions,Time Trials,175,2,5,735903
Silent Siren,Routine,176,5,3,811298
T.M.Revolution,FLAGS,175,3,3,395160
yuiko,Kimi to Yumemishi,182,2,3,488586
KOTOKO,Light My Fire (TV Size),186,3,3,37838
Narae,SPiCa,162,4,3,664636
ginkiha,Paved Garden,187,10,5,1110961
Renard,Sinisterrrrrrrr (Cut Ver.),220,10,2,1427570
XX:me,Torikago,155,3,3,764067
yuikonnu,Yume Chizu,176,4,3,650057
FELT,a wonderful moon,190,2,5,190847
laura les,Haunted,169.4,10,2,1682143
ROUND TABLE featuring Nino,Yakusoku no Basho,144,3,3,109425
ELISA,Dear My Friend -Mada Minu Mirai e- (TV size),129,3,3,402631
solfa feat. KOTOKO,affection,195,4,3,1160766
Shiode Misaki,Koi no Su*Ichakoraizu,127,5,3,1365609
MIMI,Gyutte,184,5,3,1751796
rejection,Calling (osu! edit),155,10,5,1458359
Scatman John,Scatman (ski-ba-bop-ba-dop-bop),136.02,6,2,1683963
Rita,Little Busters! ~TV animation ver.~,151,3,3,200500
Nekomata Master feat. *spiLa*,Clumsy thoughts,153,2,3,190754
ave;new feat. Sakura Saori,Mugendai LOVERS (Short Ver.),170,2,3,34645
3L,Extend Ash ~ Hourai Victim,170,2,3,8593
The Paws Element feat. Lomtik,Pesnya o dobrote (Cut Ver.),150,4,12,1681612
Hanatan,Kotoba Tsunagi,176,2,3,935025
LiSA,Hi FiVE!,178,5,3,852867
Rie Kugimiya,Gomen ne (TV Size),148,3,3,23663
Utsu-P feat. Kagamine Rin,Tokyo Teddy Bear,200,11,3,1791834
Cafune,Tek It (Sped Up Ver.),169,5,2,1848054
Natsume Chiaki,Sentimental na Aiboshin,150,4,3,239374
Oishi Masayoshi,KIMIJYANAKYA DAMEMITAI,131,3,3,193712
Yoko Shimomura,Sinister Sundown,156.03,2,5,22809
SYNC.ART'S feat. Sakaue Nachi,Taketori Hishou,150,2,3,21098
LeaF,Alice in Misanthrope -Ensei Alice-,172,2,5,782989
miComet,Animal,188,5,3,1690091
MISATO,Necro Fantasia,175,2,3,516494
Sally,did -Less Extra- Ranko ver.,154,2,3,893725
Seiryu,Time to Air,191,2,5,4597
POSHLAYA MOLLY,LOL,160,4,12,883276
Uehara Rena,Todokanai Koi '13 (TV EDIT),135,3,3,231691
Shawn Wasabi + YDG,Burnt Rice (feat. YUNG GEMMY),160,10,2,866401
Zekk,Fallen,170,10,5,1778741
Official HIGE DANdism,Cry Baby (TV Size),100,4,3,1539801
KANA-BOON,Star Marker (TV Size),134,5,3,1300115
Rita,Kachou Fuugetsu,180,2,3,38894
ginkiha,Anemoi,186,10,5,1203594
Camellia feat. Nana Takahashi,Mushi no Sumu Tokoro,161.51,10,3,1525823
Fox Stevenson,Take You Down,174,10,2,1098490
The Rembrandts,I'll Be There For You (TV Version),190,5,2,597840
Initial D,Running in the 90's,158.5,3,2,2103
riya (eufonius) / Ceui,Chroma (Game Ver.),144,2,3,705434
KOTOKO,Loop-the-loop (TV Size),153,3,3,19220
Hayami Saori & Takagaki Ayahi,Odoriko (TV Size),120,3,3,87263
Gakuen Seikatsu-bu,Friend Shitai (TV Size),148,3,3,969121
Minato Aqua,Shiroi Yuki no Princess wa,200,5,3,1095366
Jun Ishikawa,Sky High,176,2,5,19880
petit milady,Seishun wa Tabemono desu,185,3,3,663138
Younha,Houkiboshi,155.15,3,3,779541
Kousaki Satoru,Gekiretsu de Kareinaru Hibi,185,3,5,164545
zakuro,Inochi ni Kirawarete Iru.,200,4,3,1021449
solfa feat. Ceui,Koiiro Recipe (Cut Ver.),153,2,3,918591
U,the first the last,140,2,3,17068
Two Door Cinema Club,I Can Talk,162.9,4,2,42040
LOONA,Hi High,194,5,6,835509
Inspector K,Disconnected Hardkore (CanBlaster Remix),210,10,5,30485
Misawa Aki,Nostalgia,162,2,3,226381
O2i3,TSLove,185,10,5,1197928
"Nakagawa Kanon (CV: Touyama Nao), Suirenji Ruka (CV: Yamazaki Haruka)",Ringo Ribbon,176,5,3,932213
Sharlo & yealina,Kakushigoto,200,4,3,208095
"Aimi, Sakura Ayane, Maeshima Ami, Aiba Aina, Itou Miku",Picotto! Papitto!! GARUPA*PICO!!! (TV Size),190,3,3,809023
project-ALCA-,Neoage Dreamers feat. yanaginagi,163,5,3,325259
mimimemeMIMI,Mr. Darling,163,2,3,970410
"25-ji, Night Code de.",IDSMILE,170.85,5,3,1449491
ClariS,with you,160,2,3,153793
Suzuyu,Euphorium,186,2,3,537814
Between The Buried And Me,Goodbye to Everything,110,4,2,891438
Police Piccadilly feat. KAFU,Furachi na Kassai,158,4,3,1493511
Shounen Radio,neu,198.48,2,2,28121
Porter Robinson & Madeon,Shelter (happy30 Remix),200,3,2,527621
F-777,Deadlocked,135,2,5,630264
Yousei Teikoku,Senketsu no Chikai (TV Size),180,3,3,15068
Vau Boy,Video Game Girl (ft. viewtifulday),145,10,2,331778
Yoshie Hayasaka,Zettai! Part 2,162.91,3,3,5609
AC/DC,Big Gun,134,4,2,763777
Yasuda Rei,Brand New Day (Short ver.),120,5,3,159179
Chase and Status ft. Plan B,End Credits,175,10,2,142668
Frederic Chopin,Etude Op. 10-4,167,12,5,22374
Taylor Swift,Wildest Dreams,140,5,2,433614
Yooh,Shanghai Kouchakan ~ Chinese Tea Orchid Remix (Extended ver.) (Cut Ver.),188,10,5,1420652
Krewella,Come And Get It (Razihel Remix),110,10,2,803126
Icon For Hire,Make A Move,166,5,2,506483
DJ TOTTO feat. Enako,Precious * Star,178,2,5,988151
Gavin G,Desire,170,10,5,242549
Qrispy Joybox feat. Chata,Yuuki no Pendant,218,2,3,758986
Linked Horizon,Jiyuu no Tsubasa (TV Size),157.5,3,3,102371
nora2r,Memory Of Sunrise,180,10,5,1158978
Okui Masami,Good-bye crisis (Short Ver.),178,2,3,25817
Nekomata Master,Far east nightbird (kors k Remix),175,2,5,144171
angela,Otome no Route wa Hitotsu Janai! (TV Size),192,3,3,1161770
Faylan,Dead END,183,3,3,43864
Snow Man,Stories (TV Size),177,3,3,1142363
Denkishiki Karen Ongaku Shuudan,Gareki no Yume,160,2,3,462267
Omaru Polka,Envy Baby,171,5,3,1411972
fhana,tiny lamp (TV-size),179,3,3,392758
ryo (supercell),ODDS&ENDS (Short Ver.),192,2,3,56017
Machico,Million Smile,178,2,3,640013
Yu-Peng Chen @HOYO-MiX,Contemplation in Snow,135,2,5,1406827
Pierce The Veil,May These Noises Startle You In Your Sleep Tonight,130,4,2,175173
yuikonnu,Kakushigoto,200,4,3,436177
Itowokashi,Kanadeai,192,3,3,783769
Capital Inicial,Natasha (Acoustic Ver.),150.01,5,14,44748
Rin,Mythic set ~ Heart-Stirring Urban Legends,128,2,5,729705
Jun Wakita,Shounen A,90,2,5,8931
Liella!,Mirai Yohou Hallelujah! (TV Size),178,5,3,1520131
BUTAOTOME,Roppun no Ichi,174,4,3,1537925
Himeko Katagiri,neko nipples,175,10,3,1921996
Swan Lake Orchestra,Hakuchou no Mizuumi,220,2,5,25922
Jennifer Karr,My Life As A Teenage Robot (TV Size),171,4,2,1428641
EXiNA,DiViNE (TV Size),203,3,3,1502283
Rita,dorchadas,120,2,3,580215
"Wan Ho-Kit, Lee Hon-Kam",Unknown Title,190,6,4,468614
Lindsey Stirling and Pentatonix,Radioactive,135,4,2,98023
Pussycat Dolls feat. A.R. Rahman,Jay Ho!,136.22,5,2,6971
BESTie,Excuse Me,200,5,6,423925
Rammstein,Los,124,4,8,235551
Kugimiya Rie,True Story (TV Size),155,3,3,47631
Demetori,Love-colored Master Spark ~ Final Sorcery,196,2,5,62764
toby fox,Bergentrueckung/ASGORE,229.69,2,5,908087
Saitou Chiwa,Futakotome (TV Size),132,3,3,44271
Ebisuzawa Kurumi (CV: Ozawa Ari),RUN & RUN,148,3,3,843350
Ketchup,Butter,260,6,5,11997
XX:me,Escape,206,3,3,811119
Goblins from Mars,Enough,185,10,2,787129
Ryu* Vs. Sota,Go Beyond!!,200,2,5,19705
Saosin,Collapse,182.92,4,2,331082
Saratoga (CV: Uesaka Sumire),Souzetsu Gekkou,180,2,3,776159
EGOIST,The Everlasting Guilty Crown (TV Size),172,3,3,48069
LeaF,Alice in Misanthrope -Ensei Alice-,172,2,5,797236
paraoka,Manima ni,185,10,3,41603
TrySail,Honto da yo,175,5,3,785235
GARNiDELiA,grilletto (TV Size Ver.),191,3,3,190734
ClariS,Hitorigoto -TV MIX-,165,3,3,602861
ONE OK ROCK,20/20,165,4,2,730303
A3ders!,Act! Addict! Actors! (TV Size),172,3,3,1111424
Kucchi vs. Akki,Yakumo >>JOINT STRUGGLE,187,2,5,1717009
majiko,Sarishinohara,135,4,3,669138
Nds vs Tom E.,In These Days (Nightcore Mix),161.19,10,2,24473
Pendulum,Watercolour (Radio Edit),174,10,2,158780
Junichi Masuda,Battle! Team Galactic Commander,200,2,5,24184
Komine Lisa,Resuscitated Hope,130,3,3,347023
Mewhan,Etude (TV Size),226,3,3,977397
Hybrid Minds,Kismet ft. Riya,172,10,2,340744
Machico,Korekara (TV Size),162,3,3,805618
supercell,LOVE & ROLL (Full ver),134,3,3,12027
Gen Hoshino,Comedy (TV Size),88,3,3,1756941
Iguchi Yuka,HELLO to DREAM (TV Size),160,3,3,1035447
"Team ""Hanayamata""",Hana wa Odore ya Irohaniho,160,3,3,304979
Hirano Aya,OPEN THE GATE,128,3,3,35338
IOSYS,Endless Tewi-ma Park,128,2,3,40495
Raccoon Factory,Hyperion,186,2,3,1110955
Megpoid GUMI & Megurine Luka,Speed,250,4,3,25931
Utatsuki Kaori,Shining Stars Bless (TV Size),130,3,3,59083
BoA,I Did It For Love,130.6,5,2,17331
S3RL,Catchit (Radio Edit),175,10,2,839864
Vickeblanka,Black Rover (TV Size),204,3,3,798677
KASAI HARCORES,Cycle Hit,175,10,5,799724
Savage Garden,I Want You,106.5,5,2,4548
nano,Happy Ending Simulator,178,2,2,155767
Aqours,Aozora Jumping Heart,200,3,3,479107
Saratoga(CV: Sumire Uesaka),Souzetsu Gekkou,180,2,3,722797
Poppin'Party,Cherry Bomb,190,2,3,975062
JUNNA,Here [TV-EDIT],108,3,3,681577
Sougetsu Eli,Aoi Chou,182,5,3,986329
Marshmello,Alone,142,10,5,649264
DAISHI DANCE,Take me hand feat. Cecile Corbel,128,5,2,1159464
MY FIRST STORY,Kimi no Uta,110,4,3,477055
IA,Kisaragi Attention,200,5,3,52830
AliA,Kakurenbo,180,4,3,1466465
ALTIMA,I'll believe (TV size),142,3,3,355195
REDALiCE,Taboo Tears You Up,180,2,3,4316
07th Expansion,Eiji Kuinbii,153,2,5,38235
Juice WRLD,Righteous,71.5,9,2,1253361
Zektbach,Apocalypse ~dirge of swans~,170,2,2,8987
yuikonnu & ayaponzu*,Kunoichi demo Koi ga Shitai,185,5,3,111045
Aoi Shoudo,Steel Samurai,140,2,5,73671
Kagura Mea,Amanojaku,170,5,3,1180061
Black Eyed Peas,I Gotta Feeling,128,5,2,12668
Xiao Qiong (CV: KSP),Xia Yi Zhan. Yu Ni,136,5,4,344228
Futaba Rio (CV: Tanezaki Atsumi),Fukashigi no Karte (TV Size),96,3,3,878352
Porter Robinson,Get your Wish,95,10,2,1129167
IOSYS,CAMELLIA! ~Dangerous Camellia Vacation~,180,2,3,18879
Barbarian On The Groove feat. Chata,Guruppo (Short Ver.),180,2,3,30101
FLOW x GRANRODEO,Howling (TV Size),200,3,3,1033492
Anamanaguchi,Skate or Live,225,2,5,26198
Tomohito Nishiura,Moonlight Tango,132,2,5,536001
iojjj,Akui to Ai no Sukima no Puzzle,200,2,3,147430
Touyama Nao & Yamazaki Haruka,Ringo Ribbon,176,3,3,114490
Nobuo Uematsu,The Fierce Battle,162.75,2,5,5727
Aline Barros,Eu Li Na Biblia (Sped Up & Cut Ver.),216,5,14,1742218
S-C-U feat. Qrispy Joybox,anemone,200,2,5,1344404
StylipS,MIRACLE RUSH (TV Size),168,3,3,49740
Suzuki Konomi,Redo,190,3,3,451168
Aimer,Ref:rain,78,3,3,986808
Miyuki Hashimoto,Glossy:MMM,175,3,3,130446
Silent Siren,Soukai Rock,200,4,3,437797
Starset,Satellite (Cut Ver.),154,4,2,565031
Wang Rui,Tao Hua Xiao,160,5,4,1087774
THE ORAL CIGARETTES,Amy,182,4,3,943829
LazuLight,Diamond City Lights,182,5,2,1469822
EastNewSound,Lucid Dream,170,2,3,17474
Trial & Error,Tokoyami no keiyaku KEGARETA-SHOUJO feat. GUMI,190,4,3,786498
Psychic Lover,"Precious Time, Glory Days (TV Size)",172,3,3,884241
Troupe Record,Babylonia,164,2,5,53438
mafumafu,Sacrifice (TV Size),192,4,3,1564631
Takayan,Kusarikitta Jinsei da.,190,4,3,1229990
KOTOKO,Presto,118,2,3,142433
DJ Genericname,Dango Dango Daikazoku (Drum and Bass Remix),178,10,3,196813
Rita,Dream Walker,175,10,3,315299
Kiyono Yasuno,Rocket Beat,172,3,3,761889
Orihime Yozora,brave genesis (Short Ver.),142,2,3,57043
Yuna (CV: Kanda Sayaka),Break Beat Bark!,188,3,3,878387
Nogizaka46,Yubi Bouenkyou (TV Size),180,3,3,1178935
Otome Shintou,Mousou Koukan Nikki (TV Size),152,3,3,83504
TRUE,Another colony (TV Size),169,3,3,1386045
NieN,Road of Death,180,2,5,13305
highcolor_sunz,RE-OVERDOSE,132,4,3,1020335
Wiklund,The Digital Force,160,10,5,11153
Minato Aqua,Shiroi Yuki no Princess wa,200,5,3,1375156
Tanaka Hirokazu,A-TYPE,149.35,2,5,871152
xi,Parousia,158,2,5,108470
Seto no Hanayome Cast,Tenshi Ranman Love Power (TV Size),160,3,3,23917
Code Red,18 Mne Uzhe (Dan Winter Radio Edit),140,10,12,28926
KAITO/Hatsune Miku,Cendrillon,147,4,3,7555
Mami Kawada,sense,168,3,3,258721
glass beach,cold weather,155,4,2,1280001
Crouka,Hana wa Gensou no Hate ni,130,2,3,21032
Minami,illuminate,100,3,3,558963
Buono!,Lotta Love!,176,3,3,8859
Mizuki Nana,Tenkuu no Kanaria,152,3,3,12785
THE ORAL CIGARETTES,ReI,186,4,3,982104
Aimer with chelly (EGOIST),ninelie (REDSHiFT x Vesuvia remix),178,3,3,476695
TAG underground,POSSESSION,185,2,5,62705
UNISON SQUARE GARDEN,fake town baby,194,3,3,933600
Kondo Koji,Isle Delfino,139.87,13,5,1203997
Astroline,Close My Eyes (Nightcore Mix),182.35,10,2,23817
Nanahira,Monosugoi Ikioide Keine ga Monosugoi Uta,180,2,3,140115
Serena(CV:Makiguchi Mayuki),Dori Dori~Anime Size ver.~,178,3,3,531984
Saito Yuki,Kanashimi yo Konnichiwa (TV Size),141.43,3,3,1296646
Yamaguchi Mari,NAPALM MAN STAGE,180,10,5,1350951
TUYU,Doro no Bunzai de Watashi dake no Taisetsu o Ubaouda nante,225,5,3,1242733
Gero,~Outgrow~ (TV Size),186,3,3,147763
Hatsune Miku,Disturbia,125,5,2,21299
Taylor Swift,Speak Now,118.97,5,2,44033
Chikuwa,Jinsei Matatabi,186,5,3,1123944
UVERworld,ODD FUTURE (short ver.),128,3,3,761533
LeaF,Monkey Business -Satire mix-,200,10,5,1221791
Ayane,FaV (Short Ver.),190,4,3,1230966
Sound TeMP,Seal The Love,140,2,6,3750
Crush 40,Sonic Heroes,188,2,2,21836
NAMCO,RUN!RUN!RUN!,180,2,5,323751
IRON ATTACK!,Future is Undefined,200,2,5,32447
Guilty Kiss,Strawberry Trapper,195,3,3,506466
Toraboruta,Soleil,200,13,3,308633
Hamburgaga,Fubuki Guys,165,7,5,1281581
Within Temptation,The Unforgiving,200,4,2,29157
EARPHONES,Arakajime Ushinawareta Bokura no Ballad,198,2,3,810537
Sakakibara Yui,Scarlet,175,2,3,51230
Suzaki Aya,Neguse (TV Size),137,3,3,73334
MARETU,Umitagari,133,4,3,966574
Drop,Granat,180.96,6,5,833513
Daiichi Uchuu Sokudo,SUPERORBITAL,176,3,3,46637
yanaginagi,Satoudama no Tsuki (TV Size),98.99,3,3,815868
M2U,Promise (feat. Sherie),200,2,6,1797320
Ogura Yui,Zutto Futari de,153,5,3,920826
Getty vs. DJ DiA,Fox4-Raize-,200,2,5,482552
Poppin'Party,Cherry Bomb,190,2,3,1397392
toby fox,Finale,190,2,5,667713
Usher ft. Pitbull,DJ Got Us Fallin' In Love,120,5,2,21569
Kirsten Price,We Will Be Heroes (TV Size),145,3,2,70073
Nico Nico Douga,U.N. Owen wa Kanojo nanoka? (Nico Mega Mix),200,7,3,5807
fripSide,fortissimo -the ultimate crisis-,145.5,2,3,20759
Utada Hikaru,Distance (m-flo remix),132,5,3,54386
SPYAIR,RAGE OF DUST (TV Size),240,3,3,1172436
Rhodanthe*,Jumping!! (TV Size),175,3,3,103482
Morimori Atsushi,MilK,150,2,5,848309
Kitadani Hiroshi,OVER THE TOP,212,3,3,2011549
sana / HoneyWorks,Akatsuki Zukuyo,180,4,3,1358306
the peggies,Stand By Me,171,3,3,1318619
Hatsune Miku,"No,39",282,4,3,34097
Camellia,Ryuuseigun,175,10,3,1810556
Sasaki Sayaka,Kiss no Hitotsu de short,175,2,3,228678
Smooth J,"Haru yo, Koi",95,6,5,295880
a_hisaxChicking,The Navigator's Hope,139.99,10,5,439225
Nightwish,Dead to the World,141.88,4,2,149115
Rise Against,Drones,209.25,4,2,309607
Kicco,Hoshi no Youni Naritai,175,2,3,128450
Teminite,Ascent,110,10,5,1094838
Denkare,Elder Things (Short Ver.),170,2,3,50400
yanaginagi,Hoshiboshi no Wataridori,158,3,3,924320
Amamiya Sora,Skyreach,184,3,3,190851
Delta Heavy & MUZZ,Higher Ground (feat. Cammie Robinson) (Cut Ver.),175,10,2,1434419
Sakakibara Yui,Answer,224,4,3,1398169
Nico Nico Chorus,Leia,190,11,3,38484
Fujiwara Chika (CV: Kohara Konomi),Chikatto Chika Chika (TV Size),178,3,3,920901
LiSA,Gurenge (TV Size),135,3,3,956590
Shiori Mikami,"Watashi, Shuyaku no Akaza Akari Desu (Short Ver.)",190,3,3,48072
Pastel*Palettes,Shuwarin*Drea~ming,176,2,3,785222
ClariS,Luminous,173,3,3,112408
Fuchigami Mai,Watashi no Housekibako,151,3,3,125954
Saki: Achiga-hen Cast,SquarePanicSerenade,179,3,3,50708
Floxytek,Opera,190,10,5,25985
DWB feat. NIRGILIS,SHINY SHINY (TV Size),126,3,3,30973
3R2,Starting Forest,143,2,5,909559
Kazami Gakuen Shinbunbu,Sakura Happy Innovation (TV Size),162,3,3,124051
TERRASPEX,AMAZING BREAK (TV-size),153,3,3,225905
Ariana Grande,God is a woman,145,5,2,1153008
Kano,Dear Brave (Short Ver.),188,5,3,1721545
SawanoHiroyuki[nZk]:Tielle,Into the Sky (TV size),86,3,3,444079
Lily,Chloe,125,10,3,20201
Given,Fuyu no Hanashi,135,3,3,1785699
Vintage,Roman (Cut Ver.),118,5,12,1418244
Riryka,Tenshi no Hane to Crystal,132,2,3,1080600
Chiho feat. majiko,Egao no Kanata (TV Size),185,3,3,907927
Pegboard Nerds,Emoji,163,10,5,391823
Lana Del Rey,Doin' Time,145,5,2,1207252
Aoi Eir,Kodou (TV Size),184,4,3,1522877
Nightwish,Come Cover Me,147.02,6,2,54218
Justimusfilms,Heiluvat Kassit,130,7,14,45341
96neko,Primitive emotion,190,4,3,755512
July,Cold Winter,88,6,5,324512
Gaku,counterattack,220,11,5,1481710
u's,Donna Toki mo Zutto (TV Size),165,3,3,178370
Ailee,I Will Show You,130,5,6,85732
Megurine Luka,Interviewer,125,4,3,41017
Ayane,Angelic Bright,148,2,3,14291
YA-KYIM,BAKUROCK ~Mirai no Rinkakusen~,176,3,3,23647
SEBii,Play Poker Remix (w/Maple) (Cut Ver.),180,9,2,1391589
Breaking Benjamin,The Diary of Jane,83.5,4,2,468418
Guitar Freaks 4th Mix & Drummania 3rd Mix,Carnival Day,148,2,2,1338
Bu Shi Hua Huo Ya,Yun Luo,130,5,4,1415032
Trial & Error,DREAMING COLOR (Short ver.),176,2,5,752435
BLANKFIELD,Voyage,289.99,11,5,1201974
bbno$ x diamond pistols,help herself (with BENEE),168,5,2,1455907
Side Protea,Audition,150.4,5,3,1651983
Inoue Marina,Watashi no Ki.Mo.Chi (TV Size),180,3,3,38506
Ushigome Rimi (CV: Nishimoto Rimi),Chocolate no Teion Recipe,192,2,3,1044006
C-Show,Rocking to the Beat,174,10,2,305938
Mili,Paper Bouquet,212,4,2,1767138
Spawn of Possession,Apparition,240,11,2,1148317
KITCALIBER,HEY FUCKER,250,10,5,192416
Syaro (CV: Uchida Maaya),Caffeine Fighter,156,3,3,1041046
3R2,Bounce Bounce,158,2,5,551125
yuikonnu,Yume Chizu,176,4,3,467337
Refresh,Summertime (ekowraith remix),144,10,2,30581
Triodust,M.R.,200,2,5,580867
Amatsuki & Midori Inu.,Mono Crossroad,204,5,3,206939
BLANKFIELD,Falling Falls,260,11,5,1120635
Hana,Sakura no Uta,180,2,3,376552
u's,Snow halation (TV Size),173,3,3,233123
0 K,Avontuure,210,10,5,1635006
Yuki Kajiura,Mezame,160,3,14,22659
ALiCE'S EMOTiON,Foughten Field,170,2,3,366643
sweet ARMS,Trust in you (TV Size),190,3,3,1069076
Luna,Toki to Uta,178,5,3,1807736
HoneyWorks,Miraizu feat.Aida Miou(CV:Toyosaki Aki),178,4,3,306591
Rise Against,Whereabouts Unknown,183,4,2,327188
sakuzyo,Imprinting,175,10,5,264299
la la larks,loop,144,4,3,1310870
They Might Be Giants,Boss Of Me (TV Size),201.5,4,2,1006284
DJ TOTTO feat. *spiLa*,illumina,187,2,3,880513
