art,t,bpm,g,ln,s
Anne-Marie,Alarm (TroyBoi Remix) (Cut Ver.),146,5,2,1454221
Blue Drops,Ring my Bell (TV Size),166.95,3,3,43321
TrySail,adrenaline!!! -TV Ver-,268,3,3,600297
ABSOLUTE CASTAWAY,Machigami Shoujo,197,4,3,1534767
xi,Parousia,158,10,5,1672934
"Ling Yuan yousa, Xiu Mu Su, Hun Miao Miao",Hua Yue Cheng Shuang,90,5,4,1738510
V.K,Wings of Piano,84,2,5,215381
Marshmello x Jonas Brothers,Leave Before You Love Me,120,5,2,1669129
Masayuki Suzuki feat. Suu,GIRI GIRI (TV Size),128,3,3,1741099
Parry Gripp,There's A Cat Licking Your Birthday Cake,110,7,2,1607656
SHHis,Resonance+ (SHHis Ver.),157,5,3,1625730
xi,FREEDOM DiVE,222.22,2,5,1667560
YUC'e,Sengoku HOP,110,5,3,564329
Ciel,"If you're my destiny, end this fated determination.",106,2,3,798509
AKB48,Songs Compilation,160,5,3,572304
Boyinaband,We Wish You A Merry Christmas (Boyinaband Liquid DnB Remix),175,10,5,390318
SOUND HOLIC,Tokimeki*Reitou Pack,154,2,3,39563
Streetlight Manifesto,Ungrateful,170,5,2,436968
Poppin'Party,Christmas no Uta,138,2,3,888123
a_hisa,"Cheshire,s dance",200,6,5,148003
THE ORAL CIGARETTES,Kyouran Hey Kids!!,142,3,3,371118
Ito Kanako,fake me (samfree's Science Adventure Dance Remix) (Cut Ver.),165,10,3,1441726
sasakure.UK x DECO*27,39,175,4,3,262339
Krewella,Live for the Night,128,10,2,692999
Carpool Tunnel,Parade,172,4,2,1058934
Doja Cat,Kiss Me More feat. SZA,111,9,2,1547198
yuki,Bulukanilo,175,5,3,1733822
GARNiDELiA,ambiguous (TV Size),178,3,3,1137074
Rameses B,Life Adjusts (feat. Miyoki) (Cut Ver.),174,10,2,1283879
Doubutsu Biscuits x PPP,Ke-Mo-No-Da-Mo-No,162,3,3,1029394
Camellia,Compute It With Some Devilish Alcoholic Steampunk Engines,165,10,5,1280590
Jens O.,Kings & Queens (DJ THT Bootleg Mix) (Nightcore & Cut Ver.),180,10,2,1684051
Thousand Foot Krutch,The Part That Hurts The Most (Is Me),165,4,2,1282046
Hideyuki Ono,Two Pianists,178,2,5,996627
TWICE,YES or YES,138,5,6,888676
Tatsuya Kitani,Seija no Koushin,158,4,3,1608109
Usa,Shining/STREAM,155,2,3,67444
Pao Pao,Yaezakura,101,2,3,809431
marshmello,WaNt U 2 (Original Mix),142,10,2,597152
Amaoto Junca,Onaji Hoshi no Ue de.,160,2,3,105143
Joji,YUKON (INTERLUDE),165,5,2,1910391
ItaloBrothers,Summer Air,102,10,2,996529
Kuba Oms,My Love (Shadren Remix),105,5,2,1382412
Mineko Yamamoto,"Falling, The Star Light",178,13,3,1682448
Animal Crossing,DJ KK,138,2,14,1818
Nobuo Uematsu,Rose of May (Loss of Me),65,2,5,9439
My Chemical Romance,Every Snowflake is Different (just like you),142,5,2,299724
Rise Against,Behind Closed Doors,196,4,2,945976
Hanazawa Kana,Renai Circulation,120,3,3,9577
Italobrothers,Radio Hardcore,150,10,2,25337
Chata,Precious Wing (Movie ver),160,2,3,542186
kessoku band,Karakara (TV Size),190,4,3,1911871
ChamJam,Clover wish (TV Size),134,3,3,1169658
Marie,Koko ni Iru yo,180,2,3,1711836
KISIDA KYODAN & THE AKEBOSI ROCKETS,Stray (TV Size),206,3,3,974386
Selphius,ADAMAS,191,3,8,1303798
LiSA,ADAMAS (TV Size),191,4,3,1505910
Araki,Teo,185,4,3,1704681
Linkin Park,What I've Done,120.05,4,2,10580
T & Sugah,Days Away (feat. Voicians),174,10,2,1519300
OR3O,"Doki Doki Forever (ft. rachie, Chi-chi, Kathy-chan*)",165,5,2,783394
SawanoHiroyuki[nZk]:Yuuri,Till I,77,5,3,1606345
Team.Nekokan[Neko] featuring. Katakiri Rekka,Salvage (TV Size),177.75,3,3,78506
Nightcore,Find my way to you,177.63,10,2,10157
Yasuharu Takanashi,Juvia,150,3,5,110290
Harada Hitomi,little explorer,140,2,3,175150
FELT,Lies in Reality,204,2,2,778002
Swagberg,Pony Swag (feat. Maros),120,9,2,42513
Tsukudani Norio,Atashi no Kamisama,169,5,3,1213131
antiPLUR,One Life Left to Live,175,10,5,962141
Falcom Sound Team jdk,A-TO-Z,185,4,5,1336633
Chou Huei,Bing Kuai,127,5,4,112589
Denkishiki Karen Ongaku Shuudan,Watch out!,169,11,3,1130504
yanaginagi,Vidro Moyou (TV Size),131,3,3,44540
Suara,Fuantei na Kamisama,156,3,3,540674
Atoguru,Itoshi Kimi wo Mitsuke ni,170,2,3,29044
Team Grimoire,Dantalion,186,10,5,1622117
EGOIST,The Everlasting Guilty Crown,172,3,3,218766
"Adachi Minako, Kuroda Hideaki",Sentou! Aqua-dan / Magma-dan no Leader,186,2,5,779775
THE ORAL CIGARETTES,Monster Effect,186,4,3,1605898
petit milady,Seishun wa Tabemono desu,185,3,3,724883
Raven's Jig,Un Jour Joueur,124,2,7,828302
DJ Amuro remixed by DM Ashura,AAA,160,2,5,22607
twenty one pilots,Shy Away,194,5,2,1657227
Sugimori Masakazu,Pursuit - Corner the Culprit,150,2,5,1529743
Chata,Harukaze Dance,165,2,3,95563
Sengoku Nadeko (CV: Hanazawa Kana),Mousou * Express (TV Size),101,3,3,688435
Roselia,This game,147,2,3,749557
TK from Ling tosite sigure,unravel (TV edit),135,3,3,201141
supercell,Hero,177,4,3,23183
Zero Two (CV: Tomatsu Haruka),Beautiful World (TV Size),132,3,3,1033323
ZUN,Taketorihisyou ~ Lunatic Princess,154,2,5,13220
Sakurai Tomo,Tatta Ichido no Kiseki,143,3,3,24440
Yuusha Party,Endoro~ru! (TV Size),140,3,3,935660
eufonius,Paradigm (TV Size),160,3,3,55218
HTT,Tenshi ni Fureta yo!,117,3,3,40568
Ito Kanako,Sky of Twilight,216,4,3,1570424
senya,Shissou Suru Kanashimi no Naka de,155,2,3,347460
seatrus,Stargaze Station,225,10,5,1585728
ShinRa-Bansho,Dramatic Hizakurige,199,2,3,942284
Ryu*,Plan 8,212,10,5,1466536
Circle of Dust,Humanarchy (Cut Ver.),200,4,2,1250387
Novelbright,The Warrior,186,4,3,1828435
mafumafu,Ame to Petra,195,4,3,995255
FLOW,Kaze no Uta (TV Size),142,3,3,901211
ICHIKO,I SAY YES,167,5,3,1977606
Marina & The Diamonds,Oh No!,127,5,2,127109
Daisy x Daisy,Evidence,160,3,3,1703793
Lucas Fader,Main Theme - Dubstep Remix,155,2,5,588976
Aharen Reina (CV: Inori Minase),AHAREN HEART (TV Size),116,5,3,1746540
Tommy heavenly6,PAPERMOON (TV Size),164,3,3,850902
TOMOSUKE x Jazzin'park,LANA - Kiroku no Kakera -,84,2,3,577119
SPLAY,Drawing days (TV Size),176,3,3,1499178
joeyclassic,seal the 3rd.mp4,141,7,14,434841
Touyama Nao,ALL 4 YOU,156,3,3,36091
MUZZ,In The Night (feat. Sullivan King) (Cut Ver.),175,10,2,1573693
Golden City Factory,Stirring an Autumn Moon,151,2,5,11062
Miss Monochrome (CV: Horie Yui),Poker Face (TV Size),136,3,3,821033
Kami Nomi zo Shiri-tai,Ai no Yokan (TV size),160,3,3,32609
Tianshi,Discommunication,180,5,3,14514
Bermuda Loverz,My Girl (Nightcore Mix),168,10,2,77570
KINEMA106,Rekka no Suiryoku,185,4,3,1524363
Tokoyami Towa,Hearts,180,4,3,1588756
Pratanallis feat. KOKOMI,Crocus,210,11,3,1878262
-45,System Zero,138,2,5,1827146
Maaya Sakamoto,Sanagi,160,5,3,615921
Silent Siren,Koi Yuki,128,5,3,1308821
Kanzaki Elza starring ReoNa,"step, step",140,5,3,1337889
yuikonnu,Tsumi no Namae,172,2,3,548999
Tsukiyama Sae,Hana Saku Iro wa Koi no Gotoshi,200,2,3,744883
Chikyuseifukubu,I miss you no 3 Meter,160,3,3,296299
Hard In Tango,This Is My Dj,137,10,2,814216
MOMOIRO CLOVER Z,Pinky Jones,180,5,3,1575491
LAMA,Spell,147,3,3,406860
Rammstein,Mann gegen Mann,166,4,8,396339
tieff,Our Story,166,10,5,941085
Jenny Rom,The Game of Love (E=MC2) Mix,172.34,10,2,14412
The Red Jumpsuit Apparatus,Face Down,186,4,2,619824
L.E.D.-G + Qrispy Joybox + ARM feat. Nanahira,Dokkin Summer Adventure,180,2,3,349561
Hyper Potions,Jungle Cruise,177,10,5,1171007
Evil Activities & DJ Panic ft MC Alee,Never Fall Asleep,170,10,2,19624
Arctic Monkeys,From the Ritz to the Rubble,190,5,2,415039
R-15,HIRAMEKI! Peace (TV Size),168,3,3,36832
Ribonnu,-ERROR,200,4,3,628446
Maksim Mrvica,Croatian Rhapsody,96,12,5,54016
Ushirokara Haiyoritai G,Taiyou Iwaku Moeyo Chaos (An-bootleg),180,10,3,1327910
Juliet,My First Hardcore Song,155,11,2,45698
Asaki,Agnus Dei,168,2,5,5275
azusa,Check my soul (TV Size),153,3,3,43038
Enako feat. Pmarusama.,Iden Tei Tei Meltdown (TV Size),155,5,3,1910726
ave;new feat. Sakura Saori & Shirasawa Rie,Love Doki Suki Angel * Paradise!!,165,2,3,31852
WHITE ASH,Crowds (TV Size),171,3,3,142735
Baby Alice,Pina Colada Boy (Nightcore Mix),141.25,10,2,29864
Pierce The Veil,Texas Is Forever,228,4,2,451070
Ceui,"Giniro, Haruka",128,5,3,1312793
Natsume Chiaki,Sentimental na Aiboshin,150,4,3,239374
Aqours,WATER BLUE NEW WORLD,175,3,3,721656
PSYQUI feat. mikanzil,Endroll,180,4,3,1860583
Sasaki Sayaka,World End,150,2,3,50393
culenasm,Byouka,200,4,3,1851452
ChouCho,Elemental World (TV Size),128,3,3,554978
Luschka,Kami no Kotoba,110,10,3,817667
Naru Sekiya,Shining glow,176,2,3,343628
Ogura Yui,Itsudatte Call Me!,159.6,5,3,1218635
Ray,km/h (TV Size),185,5,3,1093625
Girls Dead Monster STARRING LiSA,Ichiban no Takaramono ~Yui final ver.~,60.01,3,3,1334357
Horie Yui,Vanilla Salt (TV Size),140,3,3,69872
Kumada Akane,Kokoro Hayaru (TV Size),182,5,3,1557045
Chata,Winter Bells,180,2,3,27560
iann dior,Sick and Tired feat. Machine Gun Kelly & Travis Barker,145,9,2,1239705
Hoshimachi Suisei,Pieces,83,5,3,1715146
Rib,Yonjuunana,172,4,3,395657
sajou no hana,Tentou (TV Size),197,3,3,1816895
Hyadain,Hyadain no Kakakata * Kataomoi-C (TV Size),180,3,3,1741221
FELT,Prayer Blue,159,2,3,51145
DAISUKE,Moshimo (TV Size),160,3,3,891891
Ito Kanako,Koko ni Iru kara,168,5,3,1357763
SNK Sound Team,Destiny,118,2,5,310056
Daughtry,I'll Fight,77.5,4,2,185426
raja,the light,90,5,2,299224
Chiya (CV: Satou Satomi),Tentakaku Otomeko Yuru Aki,134,3,3,1087803
Bo Burnham,Bezos I,115,10,2,1597196
S3RL,MTC (Radio Edit),175,10,2,716630
Mori Calliope,"Excuse My Rudeness, But Could You Please RIP?<3 (t+pazolite Remix)",260,10,2,1264863
BABYMETAL,Akatsuki,170,11,3,1747115
BOOGABOO,BUGABUGA CHEW CHEW,160.07,10,2,1052766
Faylan,Enrei Black Out,192,4,3,1340611
"Hello, Happy World!",Egao no Orchestra!,138,2,3,765011
Zris feat. Kri,Can't it be true,134,10,2,1859815
mafumafu,Kakushigoto,200,4,3,770023
Ara Potato,Skype x Can Can,195.14,7,14,47078
Noisia,Shellshock feat. Foreign Beggars,172,10,5,720428
"Ruka, Mona, Miki from AIKATSU*STARS!",START DASH SENSATION (TV Size),170,3,3,1647325
Hello Sleepwalkers,Goya no Machiawase,189,4,3,1250815
Coalamode.,Nanairo Symphony,155,3,3,911000
Aimer,StarRingChild,164,4,3,1907485
supercell,Hakushu Kassai Utaawase (TV Size),167,3,3,896768
Drop,Granat,180.96,6,5,1664556
SawanoHiroyuki[nZk]:LiSA,narrative,82.99,3,3,970758
ClariS,Alethea (TV Size),164,5,3,1431888
Warak,REANIMATE,174,2,5,209103
Haruna Luna,Windia,168,2,3,507025
Cash Cash,Forever Young,136,10,2,21155
DIALOGUE+,Hajimete no Kakumei! (TV Size),187,3,3,1047164
Daiichi Uchuu Sokudo,Crystal Dream TV Size ver.,144,3,3,149241
Duca,Ashita Tenki ni Naare (Short Ver.),169,2,3,53158
U,Clu Clu Lovely Day,180,2,3,19137
Narae,Horang Pungryuga,160,2,6,200187
Utsu-P & Minatsuki Toka,Natsu Matsuri,142,3,3,219863
TRF,Survival dAnce ~no no cry more~,156,5,3,118
supercell,Kimi no Shiranai Monogatari (TV Size),165,5,3,1831219
Aimer,broKen NIGHT,85,2,3,913559
Hachikuji Mayoi,Kaerimichi,175,3,3,9396
Inori Minase,Lucky Clover,177,5,3,1785922
DystopiaGround,AugoEidEs,207,4,3,24611
Yumeno Yuki,BWLAUTE BEIRRD,197,2,3,979204
Ouse Akira,Sacrifice,210,2,3,1877093
fripSide,fortissimo-from insanity affection- (Short Ver.),150,2,3,44106
Will Stetson,Hidamari no Uta,136,4,2,997391
yanaginagi,Vidro Moyou (Short Ver.),131,3,3,43848
Cranky,Time Alter,160,10,5,847900
Perfume,Perfect Star Perfect Style,125.58,5,3,8010
Mimori Suzuko,Egao no Kimi e,175,3,3,1675951
Potap & Nastya Kamenskih,Chumachechaya Vesna,140,5,12,44135
Kageyama Shota,Accumula Town,112,2,5,1743949
Hanyuu Maigo,Onomatopee feat. Riria.,146,5,3,1698960
Megadeth,Grabbag,166.97,2,2,7077
Cascada,Dangerous (Nightcore Mix),181.25,10,2,26452
Daiichi Uchuu Sokudo,SUPERORBITAL,176,2,3,35551
P4koo,Believe (feat. Tsuyuri Karin),177,10,3,1292652
Renard,Why Am I So Angry,220,10,2,1200208
DIALOGUE+,Jinsei Easy?,138,5,3,1507979
Totaka Kazumi,Jun Kissa Hato no Su,65,2,5,1044129
Earth Star Dream,Hashire! Usakame Koukou Tennis-bu!! (TV Size),175,3,3,1108575
K/DA,"MORE feat. Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine",142,5,2,1288125
Marmalade butcher,Amanita,194,4,5,1604167
Touno Sakura,PRIZM/CIRCUiT,155,2,3,776601
Marika,quantum jump,130,2,3,183467
Rin',Asuka,136,13,5,52640
SycAmour,Calm Down Juliet (What A Drama Queen),212,4,2,1466264
HoneyWorks,Re: Hatsukoi no Ehon feat. Aida Miou (CV: Toyosaki Aki),190,5,3,1688656
Aimer with chelly (EGOIST),ninelie (REDSHiFT x Vesuvia remix),178,3,3,476695
Wakasa Yuuri (CV: M.A.O),Friend Shitai,148,3,3,1041232
Demetori,Love Coloured Master Spark,195,2,5,9960
Usa,Akane Contrast,174,4,3,699833
AU,Kerokero (Original Extended Mix),185,10,5,1787722
"ginkiha, TEA",Haruka (Short Ver.),182,10,3,1110461
Nakahara Mai,Hatsukoi wa Zakuro Iro,160,3,3,23933
HTT,"NO, Thank You! (Full Ver.)",181,3,3,18841
the peggies,Ashiato (TV Size),164,4,3,1422944
lapix,Nexta,160,2,5,1050635
ARCANA PROJECT,"Tayutae, Nanairo (TV Size)",180,5,3,1904026
Maison book girl,snow irony_,170,5,3,1351876
kors k as teranoid,Bad Maniacs,195,2,5,199244
Song Riders,Be,88,3,3,99832
Natsume Itsuki,AI to CodeQ no Hate,171,5,3,1515036
Mori Calliope,Make 'Em Afraid,140,5,2,1877198
Nakiri Ayame,KING,166,5,3,1415465
WANIMA,GONG,195,4,3,1099681
Toyama Nao,OVER!!,189,5,3,1868221
Itowokashi,Yakusoku,193,4,3,734480
FELT,Future Will Lead & The Ray of Light,200,5,2,692522
Mikhail Krug,Vladimirskiy tsentral,131.65,5,12,1769995
PORNOFIL'MY,Kto vse eti lyudi?,186,4,12,1309355
RO-KYU-BU!,SHOOT! (TV Size),141,3,3,43471
Black Sun Empire,Inpeak (Telekinesis Remix),174,10,5,406721
Sharlo,Fukujusou feat.Zero__wind,128.5,5,3,364373
JUNNA,Dear (TV Size),212,5,3,1974787
Nagarekawa Girls,Mirai Shoujotachi,168,3,3,194742
RAMM ni Haiyoru Nyaruko-san,Zutto Be with you (TV Size),130,3,3,51294
SawanoHiroyuki[nZk]:mizuki,A/Z (TV size),110,3,3,194015
YOASOBI,Yasashii Suisei (TV Size),90,3,3,1407774
Dear Jane,You & Me,80,4,14,977449
Higuumi Sound,Ciconia no Naku Koro ni (Game Ver.),195,2,3,1034431
"Hello, Happy World!",fantastic dreamer,185,2,3,955896
Annabel,syncretism,155,3,3,700584
DEAN FUJIOKA,History Maker,67,3,2,536049
GIRLFRIEND,sky & blue (TV Size),157,4,3,1031196
Kicco,Amazing sky,150,5,3,782115
Renard,Because Maybe! pt. 3,240,10,2,979274
Pastel*Palettes,Happy Synthesizer,127,2,3,932654
IRON ATTACK!,Remotely Combat,200,11,5,43237
Icon For Hire,Cynics & Critics,181,4,2,296017
Streetlight Manifesto,Everything Went Numb,270,14,2,414289
Yorushika,Fireworks of shoes,120,4,3,691021
Yurry Canon feat. GUMI,Suicide Parade,176,4,3,1113533
4minute,HUH,122,5,6,17214
Nico Nico Douga,U.N. Owen Was Her?,200,7,3,1785
Ryokuoushoku Shakai,Kesshou,100,5,3,1369270
CANDYGIRL,Uh-Oh,184,5,3,1656562
CLC,No oh oh,93,5,6,473049
SYNC.ART'S ft. Momori,BICHROME,155,2,3,17756
Capcom Sound Team,Chill Man,149.97,2,5,19350
DUSTCELL,Alter Ego,176,5,3,1992814
StylipS,Choose me Darling (TV ver.),150,3,3,342820
Kenta Nagata,Gozen 7-ji,95,2,5,523694
The Prodigy,Omen,140,10,2,11638
Backstreet Boys,As Long As You Love Me,98.21,5,2,41742
RADWIMPS,Hanabi Taikai,142,3,5,1188324
Aitsuki Nakuru,phony,170,5,3,1693877
Hatsuki Yura,Shoujo to Ougonryuu no Monogatari,226,4,3,719158
goreshit,return to the nhk,174,10,5,1545382
Katakiri Rekka,"own justice, once more",187,4,3,1148992
Shihoko Hirata feat. Yumi Kawamura,key plus words,174,4,3,1756555
Gaetano DJ,Sento (I-M@T FM CUT Radio Remix),140,10,11,28048
4Minute,WHY,130,5,3,28750
kamome sano,archive::zip,185,2,5,1060190
Sharlo,Shinkai Shoujo,137,4,3,221768
Duca,Rocket*Ride,194,2,3,308077
Pendulum,The Fountain (feat. Steven Wilson),174,10,2,1418152
Usher ft. Will.I.Am,OMG,130,9,2,22431
APRIL,Muah!,124,5,6,384335
KiRaRe,"Don't think,Smile!!",173,3,3,1114236
Akatsuki Records,Memories,165,2,3,933447
Gawr Gura,RIDE ON TIME (REDALiCE's CITY POP SHARK Remix),128,5,3,1336282
succducc,me & u,160,5,2,699749
Nothing's Carved In Stone,Out of Control (TV Size),140,3,2,73256
Sia,Snowman,70,5,2,703740
Kumiko Noma,Lilium (Haz Remix),146,3,5,16582
Girl's Day,I Miss You,86,5,6,273477
sajou no hana,Hoshie (TV Size),191,3,3,837568
ISHIDA YOKO,COLORFUL BOX,161,3,3,245906
NBGI,Town,200,2,5,182948
Various Artists,NAGI NO ASUKARA Songs Compilation,129,3,3,325141
Nico Nico Douga,Misaka Misaka,138.65,7,3,25111
FLOW,Steppin' out -TV Size-,140,3,3,537321
Smiley Arounds,Wow! Wow! Wubbzy!,187.75,3,2,47470
Ken Ashcorp,20 Percent Cooler (Alex S. Remix),110,10,2,106552
3OH!3 feat. Neon Hitch,Follow Me Down,113,5,2,117487
CHiCO with HoneyWorks,Kessen Spirit,188,3,3,1484429
Rameses B,Transcend,170,10,5,339708
XX:me,Darling,173,3,3,804587
Harumaki Gohan feat. Hatsune Miku,Suisei ni Nareta nara,180,5,3,1215982
Hoshimachi Suisei,"Tenkyuu, Suisei wa Yoru o Mataide",134,4,3,1193099
Kita Shuuhei,Sekai no Hate ni Kimi ga Itemo (TV Size),193,3,3,158142
MYUKKE.,re[in]flaw,170,10,5,1344871
REOL,Give me a break Stop now,128,5,3,497483
Wagakki Band,Yuki Kageboushi,170,4,3,1680038
fripSide,Two souls -toward the truth- (TV Size),165,5,3,1463348
After the Rain,Anti-Clockwise (TV Size),186,3,3,638341
Toby Fox,Pandora Palace,200,2,5,1583685
Uehara Rena,After All ~Tsuzuru Omoi~,88,2,3,409928
Kawano Marina,Sono Koe o Oboeteru (TV Size),170,3,3,703034
Pile,Dream Trigger (TV Size),168,4,3,1148455
kors k,Wuv U,173,2,5,193852
Mitsukiyo,Blooming Moon,160,10,5,1437664
Galileo Galilei,Banana Fish no Hamabe to Kuroi Niji with Aimer,148,4,3,1363146
Lisa-Rec,Sajin no Kanata He,165,2,3,55033
Inori Minase,Yume no Tsubomi,188,3,3,608258
"Fear, and Loathing in Las Vegas",Scream Hard as You Can,198,4,2,89979
Access,Doubt & Trust,155,3,3,442
Yorushika,Deep Indigo,210,4,3,1245222
Camellia feat. Nanahira,Petals,192,10,3,1780166
Killswitch Engage,My Curse,174,4,2,596106
Kanye West,POWER,154,9,2,1456297
Golden City Factory,Twilight Chronicle ~ I am Sister,139,2,3,25381
FELT,Puppet in the Dark,171,2,2,326636
SYNC.ART'S,Kaze no Touei,145,2,3,26946
holic,Shihunomi *Higanbana* Daini ~ Kuukyogishin ~ Akabeni,180,2,5,19361
Shimotsuki Haruka,Star map,190,2,3,1780288
T-ara,Bo Peep Bo Peep,128,5,6,81441
Black Raison d'etre,INSIDE IDENTITY (TV Size),186,3,3,60631
Rex,Heart of Witch,170,2,5,20309
Kugimiya Rie,Kiss Shite Agenai (TV Size),176,3,3,43572
Poppy,I'm Poppy,94,5,2,838383
VINXIS,Greetings,200,10,2,800526
Lite Show Magic,TRICKL4SH 220,220,2,5,616696
Kawada Mami,masterpiece (TV Size),167,3,3,849526
Napoleon,Dystopia,200,4,2,988626
Annabel,Signal Graph (TV Size),167,3,3,666783
nonoc,Believe in you (TV Size),92,3,3,1412912
FantasticYouth,Unknown Mother-Goose,222,4,3,992892
Chata,Precious Wing (Short Ver.),160,2,3,49463
DCX (D-Tune),Flying High,140,10,2,12713
Aqua Timez,Saigo made II (TV Size),177,4,3,1332480
Galileo Galilei,Climber,156,3,3,644566
*wakadori,NightTheater,151,14,5,1668038
Miyazaki Ayumi,brave heart,142,3,3,107222
yuiko,Chiisana Amai Koi,85,2,3,632358
Luck Ganriki,Furuki Ashiki,86,2,5,251663
Guardians 4,Omakase Guardian,167,3,3,35943
Aso Natsuko,More-more LOVERS!! (TV Size),182,3,3,24650
Rin',Sakura Sakura (Instrumental),85.11,13,5,34575
Toby Fox,Spamton,95,2,5,1607535
Bassy feat.Annabel,KAGUYA,154,5,3,683393
iMarine (CV: Uchida Aya),DEEP BLUE SONG,187,5,3,1340565
Daniele Meo,Adesso balla! (Handz Up Extended),140,10,11,822391
ZUN,Great Fairy Wars ~ Fairy Wars,159,2,5,22703
P.D.P.,A Word To The Wise,200,11,2,890157
"Cocoa, Chino, Rize, Chiya, Syaro, Maya, Megu",Honjitsu wa Makoto ni Rarirurein,183,3,3,467458
IOSYS,Chanteikku Sanyousei no Itazura Daisensou,185,2,3,29307
Fractal Dreamers,Module_410,180,10,2,957328
Chan Kwong Wing,Wo Zai Na Yi Jiao Luo Huan Guo Shang Feng,130,6,5,120204
Charlie Brissette,"""The Angry Beavers"" Theme Song",166,3,5,752678
Mishovy silenosti,CESKY LEAGUE OF LEGENDS SONG!!!,120,6,14,435578
Harumaki Gohan feat. Hatsune Miku,Melty Land Nightmare,140,5,3,1029792
HTT,"NO, Thank You! (TV Size)",181,3,3,18156
Tonasa,RAINBOW GIRL,175,4,3,44728
DCX,Flying High (DJ Splash Remix),176.09,10,2,22194
Akiyama Uni,Odoru Mizushibuki,138,2,5,153887
culenasm,Kimi no Inai Sekai,130,4,3,1300676
IDIOTAPE,"Qilin's Prance (Czaer, Hwan, Link, Brand_color Remix)",154,4,5,1596468
Expander,Honey Trap,160,10,5,1403412
765PRO ALLSTARS,The world is all one!! (TV Size),167,3,3,38050
DOES,Donten (TV Size),188,3,3,24664
Darkney,Tonight,150,10,5,1824906
Cristina D'Avena & Giorgio Vanni,All'arrembaggio (TV Size),123.99,3,11,24203
Koito Yuu (CV: Takada Yuuki) & Nanami Touko (CV: Kotobuki Minako),hectopascal (TV Size),130,5,3,1070054
Tomoya Ohtani,Aquatic Park Act 1,174.96,2,5,26182
Hideyuki Fukasawa,Theme of Nova,152,2,5,53682
I Love Egg,I Love Egg,137.04,7,2,855691
Ian Taylor,Harmony,100,2,5,762224
Masayoshi Minoshima,The Last Judgement,140,2,3,14924
Saitou Chiwa,staple stable (TV Size),129,3,3,43216
nouns,dogs,100,4,2,1885919
Koji Wada,re-fly,166,5,3,499976
Seven Lions,Summer Of The Occult,170,10,5,797590
Daiichi Uchuu Sokudo,VISION (Short Ver.),152,2,3,46459
Rise Against,State of the Union,264.17,4,2,387185
Hanatan,Sasabune,176,13,3,810642
Yuuki Aira,Colorless Wind (TV Size),132,3,3,12212
The Quick Brown Fox,The Big Black,180.15,10,5,867737
Sengoku Nadeko (CV: Hanazawa Kana),Mousou Express (TV size),101,3,3,696607
Kotobuki Minako,Million Litmus,170,5,3,1292727
Takigawa Alisa,Sayonara no Yukue ~TV size~,170,3,3,406372
Chris Brown,Forever,120,5,2,24517
Myu,Panorama chime (Short Ver.),175,2,3,80200
Tatsh,Lunatic Tears...(Tatsh Remix),176,3,5,26743
Avicii,Levels,128,10,5,52335
Another Infinity feat. Mayumi Morinaga,kotone,135,5,3,82094
Utsu-P feat. KAFU,B.G.M,170,4,3,1875822
senya,MERMAiD,150,2,3,1550119
yuikonnu,Mousou Sketch,174,4,3,577217
Okui Masami,Good-bye crisis,178,4,3,1479700
Mitchie M,Assassin Princess,155,5,3,1506176
Hironobu Kageyama & Hideaki Takatori,Sonic Drive (TV Size),204,3,3,7197
Kita Shuuhei,Sekai de Ichiban Koishiteru (TV Size),185,3,3,483506
Igorrr,Dentist,90,6,5,488164
Oratorio The World God Only Knows,A Whole New World God Only Knows (TV Size),153,3,2,29100
seleP,Segments Blue,145,10,3,1406043
Crystal Castles,Affection (Mr.Kitty vs Invisibles Remix),100,10,2,699588
queenjazz,"Reload feat. Aran P. Ink (WangleLine's ""MEGATON MISSILE"" Remix)",190,10,2,1901755
ALI,Wild Side (TV Size),134,3,3,1055990
Koji Kondo,Ground Theme,100.17,2,5,1643826
