m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,693320,310.31,156.6,2708,FeruStar's Deconstructed Eternal Full Moon,310229,316,4.16,90779,68812,401035,4
0,1917567,309.59,150.07,2788,Insane,884441,227,4.03,51633,38544,431246,4
0,3092996,308.85,78.62,5425,PRESENT,1507653,138,3.22,24647,9343,460433,4
0,669836,308.37,131.06,3262,Muu's Another,271957,148,3.79,137934,72258,397519,4
0,687323,307.89,285.9,735,GRAVITY,307175,116,5.33,96627,70472,399322,7
0,1565693,304.92,264.38,943,Thunder of Olympus,742288,301,5.11,81630,44844,424925,4
0,1047286,304.85,236.36,1282,GRAVITY,491454,120,4.81,103192,60161,409675,4
0,899045,300.53,121.1,3365,Another,311458,146,3.92,66451,60880,408896,4
0,1872627,299.66,194.88,2045,Land of Dreams,896302,140,4.57,31432,17623,452176,4
0,2727798,298.41,299.62,622,Undead // Extra,1265570,308,5.36,24762,8852,460926,4
0,694151,297.83,104.56,3837,Rinzler's EXHAUST Lv.14,310607,108,3.83,325999,65835,403943,4
0,2295256,297.35,201.02,1864,Spy's SAIKYO,1098586,141,4.68,26703,18201,451449,4
0,3631141,292.76,107.64,3837,MX,1773437,111,3.56,11314,4475,465233,4
0,2263516,289.71,75.19,5425,FAMoss' Hard,1082090,96,3.07,30384,29558,440290,4
0,2572152,289.37,147.6,2864,Insane,808872,139,3.91,75107,24158,445844,4
0,2524846,288.38,112.61,3701,Another,1213119,85,3.82,82755,26601,443175,4
0,3209480,288.12,168.26,2531,FAMoss' Insane,1556170,226,4.21,22615,14935,454841,4
0,1179492,285.99,92.35,4348,Fontes' HD,557428,115,3.41,140562,49642,420181,4
256,1243559,285.16,269.06,874,HEAVENLY,587269,117,6.47,121851,51347,418521,4
0,360790,284.04,62.84,5221,4K Insane,130556,64,3.06,213373,82283,387823,4
0,2014595,282.88,121.51,3365,Insane,923488,133,3.59,137799,29143,440634,4
0,830448,278.79,478.26,162,Euphoria,379365,351,6.47,23702,59769,410024,7
0,1009227,278.13,200.32,1864,MX,472269,112,4.58,67576,58123,411653,4
0,847322,277.93,93.72,4348,Avalon's MX,296752,150,3.45,69714,65178,404628,4
0,2654196,276.01,271.31,850,Picnic!,1277503,131,5.14,45113,22258,447518,4
0,1067752,273.56,88.89,4697,ADVANCED,495539,128,3.32,103751,58310,411477,4
0,2442562,270.97,83.01,5057,Unpredictable's Hard,1131640,129,3.28,53928,21498,448287,4
0,1454960,266,119.01,3715,ExNeko's ANOTHER E.S.M.,685580,123,3.81,79236,41151,428631,4
0,2548703,265.74,256.34,942,Shooting Star,1225500,143,5.09,46768,18080,451731,4
0,545015,265.36,93.75,4348,4K SC,235098,153,3.38,81432,75451,394326,4
0,2446749,263.23,100.8,3983,Hard,1173144,220,3.27,80840,25770,444008,4
0,753220,262.78,144.6,2864,Spy's Another,340517,102,4.09,139265,68994,400792,4
0,3242548,262.72,104.51,3837,Expert,1587252,148,3.61,20067,11444,458235,4
0,2654194,261.31,72.48,5637,Hyper!,1277503,131,3.03,88502,22258,447518,4
0,732600,259.06,130.35,3262,Insane,301331,172,3.88,101533,57614,412195,4
0,1799518,257.43,68.38,5546,Hard,860047,88,3.12,150786,39422,430430,4
0,1535241,257.03,132.4,3262,Another,590032,113,3.87,84006,40293,429508,4
0,718998,254.98,179.83,2291,Lv.10,323493,111,4.5,137927,67712,402100,4
256,3797369,254.46,408.03,275,Jinjin's Synthesis,1847997,132,7.78,7855,5600,464199,7
0,1095862,253.59,242.73,1215,Melody of the Darkness // 4K,478042,315,4.79,78209,59479,410341,4
0,360802,253.5,105.1,3837,4K EXTREME,134829,117,3.4,322877,81853,387951,4
0,3301947,250.25,169.72,2468,Merry XmasCore,1617161,197,4.44,13035,11239,458537,4
0,2296801,248.85,106.46,3837,Spy's PRESENT,1098586,141,3.56,43743,18201,451449,4
0,2827074,245.95,213.25,1655,Crimson Lily of Solace,1366994,128,4.74,32568,20242,449537,4
0,736931,245.5,192.44,2105,SC,318207,186,4.44,79004,68992,400886,4
0,2116055,244.83,159.54,2644,Grimoire of Despair,1010916,88,4.18,57329,23669,446107,4
0,1863987,244.59,257.8,942,Expert,703670,222,4.86,29358,35310,434468,4
0,1294968,244.25,202.37,1864,Fontes' Insane,613792,244,4.59,76469,52617,417159,4
256,1315053,244.21,227.42,1460,Daitatsujin,623951,126,6.11,182988,38153,431688,4
0,774224,242.27,143.4,2994,Another,351320,119,3.9,214568,68348,401516,4
0,3666750,242.1,111.66,3701,Murumoo's EXPERT,1751746,143,3.52,15599,6292,463596,4
0,767640,238.43,155.07,2708,4K Another,347890,112,4,139439,68192,401662,4
0,2081239,238.23,175.48,2333,Maximum,995007,103,4.4,18172,20768,449031,4
0,2568205,235.53,297.95,665,Spectral,1134132,285,5.39,30341,23834,445942,4
0,3413575,230.43,414.31,295,Extra,1671244,149,6.07,19403,7542,462242,4
0,1283481,229.69,87.08,4697,Virtue's HIME,607139,92,3.41,135842,53678,416118,4
0,2472721,229.3,149.29,2864,Lunatic,1127488,137,4.05,75071,22869,446915,4
0,1772995,228.44,176.13,2333,Extra,847807,84,4.34,55584,41374,428489,4
0,2940641,227.82,90.05,4348,Eternity,1428278,89,3.27,43567,19330,450451,4
0,4001513,227.69,1180.95,3,Obsession: Nyctophilia,1931476,293,10.23,7493,3971,465670,7
0,1126788,225.77,119.36,3715,Spy's 4K INFINITE,435430,104,3.76,32407,9663,460119,4
0,1041619,225.52,182.98,2291,Life,488573,301,4.29,58443,58943,410834,4
0,770127,225.15,557.86,53,GRAVITY,349208,126,6.99,96232,62697,407125,4
0,426455,223.83,88.97,4697,4K Hard,171880,377,3.23,96452,66607,403217,4
0,1637189,223.6,281.14,751,Ash's Black Another,772809,148,5.41,49977,40666,429278,4
0,2977856,223.03,97.22,4190,Hyper,1440359,146,3.4,31738,11715,457981,4
0,2324686,222.81,121.17,3365,Insane,1112728,198,3.58,10379,21314,448497,4
256,770129,222.51,256.01,942,Shirou's EXTRA,349208,126,6.33,138146,62697,407125,4
0,2958133,222.25,183.63,2291,Ai,1437794,287,4.35,14131,19651,450052,4
0,1942434,221.59,137.18,3010,Another,930081,112,3.96,36862,25763,444040,4
0,2080099,221.48,66.66,5546,Hyper,994730,112,3.03,242748,17768,452014,4
0,1174927,221.19,310.95,560,Trigger,555076,250,5.4,75711,54421,415355,4
0,720560,220.47,156.03,2708,Sakura's 4K Lv.24,324288,110,4,230312,68269,401640,4
0,1875138,220.31,239.5,1215,LUNATIC,897547,135,4.85,41895,35722,434125,4
0,1035810,219.7,137.54,3010,CS' Another,481786,130,3.93,78221,56505,413280,4
0,2311409,219.36,339.66,394,WORLD'S END,1104341,139,5.72,46416,23863,445889,4
0,1063556,219.05,96.01,4190,4K Insane,499781,83,3.54,90516,55339,414443,4
0,809751,218.94,60.59,5221,Draw's Hard,363594,88,2.88,291500,63415,406361,4
0,3399993,218.47,85.4,4697,Hard,1665442,130,3.2,15503,12751,457027,4
0,2559957,217.8,103.76,3983,EXPERT,1225500,143,3.61,58788,18080,451731,4
0,2183166,214.72,91.97,4348,Hard,1008060,236,3.27,39270,19680,450097,4
0,2408450,214.7,274.37,850,PERFORMS THE GARDEN,1154007,144,5.07,52399,25620,444173,4
0,3012108,214.47,145.3,2864,Another,1466713,273,4.07,31567,17845,451939,4
0,3518475,211.34,215.78,1637,Proceed,1721634,143,4.71,10606,9177,460599,4
0,1023089,211.25,163.27,2644,Insane,478161,138,4.12,162136,54378,415413,4
0,3766295,210.94,175.31,2333,Immortal Prince,1834533,134,4.43,3432,2408,467369,4
0,3860593,210.61,196.11,2045,you won't be saved from people like me,1875975,78,4.66,4071,2632,467149,4
0,803703,210.5,207.59,1765,Kagii's White Another,366126,123,4.89,87177,58595,411208,4
64,2940873,209.63,516.25,106,Eternity,1428416,1232,4.85,20900,19032,450744,4
0,1660802,208.6,271.6,850,Ash's 4K Extra,650415,234,5.15,48600,44215,425528,4
0,723147,207.65,106.54,3837,ADVANCED,325566,114,3.55,106218,68615,401262,4
0,724148,206.42,127.52,3374,DECADE's EXHAUST,326079,110,3.93,154158,66426,403352,4
0,1315354,206.34,102.36,3983,Hard,624059,159,3.51,62685,44436,425808,4
0,824273,205.6,67.04,5546,Hyper,376340,112,2.94,395089,65169,404619,4
0,1101999,205.01,75.62,5425,Starfall,518660,101,3.38,81378,44736,425089,4
0,1190555,201.96,237.51,1282,Tragic Ends,552726,476,4.81,46025,56228,413561,4
0,758531,201.95,68.94,5546,Frim's Hard,343093,151,2.99,119193,65694,404082,4
0,2652437,200.17,155.54,2708,4K Cursed Spirit,1276702,88,4.12,55432,20686,449102,4
0,1349929,199.71,68.92,5546,Hyper Pumpkin Head,636160,151,3.01,90864,30609,439329,4
0,2415432,199.36,79.58,5057,Present,1112619,121,3.34,58709,15945,453791,4
0,2053058,198.96,211.48,1655,Master,981053,127,4.68,63387,32607,437605,4
0,2261097,197.76,164.19,2644,4K MASTER,1080799,147,4.25,46872,29601,440175,4
0,2034201,197.62,99.18,4190,Hard,971561,196,3.57,129816,36684,433096,4
0,803702,197.12,70.92,5637,Hyper,366126,123,3.09,401419,58595,411208,4
0,4097918,196.05,143.32,2994,Love,1974595,208,4.01,3713,1683,468103,4
0,3583899,195.85,425.55,222,WORLD'S END,1751746,143,6.19,18045,6292,463596,4
0,948538,195.39,203.41,1864,GRAVITY,440924,119,4.51,68498,61231,408554,4
0,1154599,194.84,266.82,874,Zettai Chicken's INFINITE,514461,118,5.12,122238,50709,419124,4
0,3528717,194.72,119.67,3365,I will come to you even if I have to go through pain,1726624,196,3.66,6500,9295,460474,4
0,2943155,193.86,127.44,3374,EXPERT,1429690,131,3.85,50006,17465,452331,4
0,2472720,193.26,88.49,4697,Hard,1127488,137,3.34,80410,22869,446915,4
0,1242032,192.4,230.94,1403,GRAVITY,577563,115,4.99,104884,55177,414603,4
0,3586454,192.09,100.79,3983,Kyoko Senpai,1752575,87,3.51,6584,9152,460584,4
0,474088,191.38,171.31,2468,Fullerene's 4K Another+,187154,110,4.42,157495,69394,400454,4
0,2698878,191.18,246.2,1152,Rendezvous Point,1301193,150,4.99,7164,5622,464170,4
256,1679790,190.53,709.31,18,Jakads' LASTING LEGACY,800102,119,10.23,31023,29434,440235,7
0,2395641,190.32,104.98,3837,4K Expert,1142802,201,3.41,16440,25356,444421,4
0,3197758,189.77,135.04,3010,Emiria's 4K Insane,1563407,144,4.08,7139,3180,466598,4
0,3441203,189.63,84.05,5057,Hard,1683972,100,3.2,16156,10690,458953,4
0,2545395,189.57,267.83,874,Lirai's Extra,1223763,151,5.24,11416,6852,463090,4
0,2274500,187.96,210.97,1655,Lunatic,1087685,240,4.6,41427,29583,440193,4
0,2977854,187.53,327.74,508,Annihler,1440359,146,5.51,23508,11715,457981,4
0,1260095,186.85,149.32,2864,MX,595844,86,4.02,61107,53846,415953,4
0,1517670,186.64,170.84,2468,Insane,717251,258,4.29,44703,35779,433999,4
0,3797369,186.6,728.14,18,Jinjin's Synthesis,1847997,132,7.78,7855,5600,464199,7
0,1016400,186.26,90.74,4348,HD,472269,112,3.44,90733,58123,411653,4
64,1217803,186.01,575.38,39,11.186 km/s,575053,327,5.28,115990,53884,415951,4
0,1383199,185.85,117.07,3715,Ash's SPECIAL,587266,114,3.76,48942,42670,427099,4
0,3004962,185.52,271.41,850,Determination,1462798,1783,5.16,6526,11131,458518,4
0,769268,185.4,83.04,5057,nowsmart's 4K Hyper,347890,109,3.09,162768,68192,401662,4
0,751916,185.18,128.98,3374,Arcwin's Insane,335828,123,3.76,73464,68966,400816,4
0,2938206,184.94,108.9,3837,Put it on a necklace,1426207,172,3.55,55214,19451,450194,4
0,1244694,184.79,103.75,3983,ADVANCED,587269,117,3.5,242046,51347,418521,4
0,1045200,184.71,94.46,4348,Elysium,490357,213,3.33,92569,60474,409407,4
0,1949557,183.88,176.57,2333,Lirai's MASTER,933868,153,4.39,35352,21506,448308,4
0,3024863,183.46,205.52,1765,Final Step Towards The Dream,1276332,130,4.73,26129,18226,451607,4
64,983881,183.19,394.96,311,MX,459223,227,4.32,136877,61617,408173,4
0,2167973,181.93,171.76,2468,leqek's Insane,1027900,195,4.3,26801,11581,458197,4
0,2595642,181.12,69.99,5637,Hard,1154776,123,3.07,63224,18504,451346,4
0,1913472,179.52,58.51,4107,hard,913062,139,2.95,112302,38179,431628,4
0,1322358,179.31,115.46,3715,Tofu's MX,533037,211,3.61,32571,50384,419397,4
0,895083,178.95,208.4,1765,SUMMER SPLASH!!,412632,104,4.66,103007,63491,406293,4
0,3770868,177.92,226.01,1460,Insane,1836594,231,4.73,3896,6482,463235,4
0,3987843,177.77,152.35,2788,Master,1921040,160,4.05,6020,2193,467585,4
0,2545394,177.61,360.18,399,Alter Ego,1223763,151,5.85,10761,6852,463090,4
0,1442904,177.56,133.18,3262,4K Expert,682351,95,3.81,29241,45626,424147,4
0,2278483,174.64,104.95,3837,Hard,1089835,185,3.48,11788,18820,450956,4
0,1066383,173.78,215.9,1637,Frightful Space Shuttle,501057,351,4.68,73220,55449,414327,4
0,3020143,173.78,164.63,2531,Touru's EXHAUST,1469677,116,4.21,40089,15898,453894,4
0,2813453,172.78,180.57,2291,Odyssey,1359629,163,4.33,10222,14357,455487,4
0,703723,172.72,70.75,5637,4K Hard,315350,117,3.07,167210,67833,402094,4
256,3838922,172.33,850.62,16,Wondrous Fantasy,1866317,327,11.09,3459,5203,464582,7
0,1300647,172.21,200.41,1864,Cosmos,616765,302,4.38,27981,51660,418188,4
64,1263100,172.19,451.86,201,7.667 km/s,575053,327,4.63,184795,53884,415951,4
0,3012111,172.08,82.97,5057,Hyper,1466713,273,3.23,57970,17845,451939,4
0,2935047,171.89,561.91,69,I'm a slave for this song // VIVID,1425310,260,7.05,7979,12990,456786,7
0,1516349,171.86,76.26,5425,Hard,717834,48,3.02,202671,46117,423634,4
0,804178,170.38,63.81,5221,Avalon's ADVANCED,363919,117,2.95,205177,65221,404614,4
0,3702759,170.33,254.72,942,Outta Control,1805569,204,4.93,5141,5339,464438,4
0,1111350,169.74,140.93,2994,Another,523457,113,4.02,107605,59098,410724,4
64,758198,168.85,315.33,533,Genuine,343093,151,4.2,254170,65694,404082,4
0,3034609,168.62,136.28,3010,Eternity,1479205,102,3.92,23125,16570,453207,4
0,1778015,168.52,161.19,2644,Extra,850218,95,4.24,54936,37954,431872,4
0,3594454,168.36,687.39,25,Jinjin's Binary Shimmer,314017,116,7.61,9366,7946,461815,7
0,2260041,167.81,77.72,5425,ATing's Hard,1078388,217,3.15,32194,18430,451359,4
0,1239944,166.97,74.95,5425,ADVANCED,577563,115,3.29,204495,55177,414603,4
0,2977857,166.89,207.14,1765,Another,1440359,146,4.65,22304,11715,457981,4
0,1021826,166.82,64.62,5546,Hard,478273,89,3.03,325455,61773,408012,4
256,4009587,166.73,927.44,2,Schadenfreude,1939330,257,11.3,1969,2731,467050,7
0,1657720,166.68,153.31,2788,Falling Tears,789926,303,4.11,28899,35033,434613,4
0,1571178,166.6,88.79,4697,HD,707133,125,3.32,41121,45164,424577,4
0,1974394,165.99,230.83,1403,SYNTHESIZED VIOLENCE,945496,301,4.8,84564,36847,432957,4
0,1559100,165.73,210.25,1655,Black Another Lv.12,567907,234,4.78,42705,45855,423822,4
0,2550395,164.52,218.83,1637,Quiet Voice,1226466,114,4.76,21617,23990,445812,4
0,561923,164.46,145.19,2864,EXTREME,243654,113,3.99,102648,69924,399853,4
0,1090281,164.25,154.22,2788,EXHAUST,513064,114,4.22,75656,58121,411655,4
0,3617628,164.11,129.74,3262,Maxim's Happily Ever After,1767320,87,3.88,7465,8789,461007,4
0,988474,164,172.08,2468,Another,366126,123,4.35,112239,58595,411208,4
0,1313364,163.67,65.69,5546,Tofu's Hyper,617846,127,3,172458,53025,416780,4
0,949721,163.57,173.01,2468,Shiki's Insane,415560,215,4.1,36929,60561,409310,4
0,2851594,162.9,127.2,3374,Insane,1366994,128,3.95,38593,20242,449537,4
0,737739,162.59,97.76,4190,ADVANCED Lv.14,217951,114,3.51,120491,62288,407590,4
0,2016144,162.44,91.09,4348,Present,962923,135,3.35,136854,32209,437568,4
0,841922,161.15,184.1,2291,Another,385444,124,4.36,76066,64639,405158,4
0,2417214,161.02,195.09,2045,Krafty's Eternity,1156843,215,4.39,16632,19329,450447,4
0,3139608,160.9,205.83,1765,Murumoo's Insane,1429714,232,4.62,12827,13101,456755,4
0,646828,160.76,69.13,5546,Frim's ADVANCED,285795,116,3.14,376690,71745,398032,4
0,2573943,160.54,127.78,3374,FAMoss' Youth!!,1238009,113,3.75,19814,21451,448334,4
0,3583022,160.33,99.49,4190,STEPDWI's Hyper,1751372,111,3.44,9742,2591,467185,4
0,1872632,159.67,73.18,5637,Advanced,838465,100,3.1,150120,37498,432446,4
0,814598,158.62,102.83,3983,MEGA's Insane,361535,89,3.51,112260,65218,404896,4
0,1783632,158.02,104.09,3983,Time and Sky in a Distant World,690530,96,3.43,74358,42225,427491,4
0,1002502,157.56,166.57,2531,Another,468353,114,4.17,127519,57074,412757,4
0,2119863,156.38,141.29,2994,Shana's MX,1002819,90,4.06,33291,32907,436771,4
0,1091460,156.32,219.26,1637,Masterpiece,513701,179,4.83,103167,42587,427595,4
0,421065,156.17,55.98,4107,HD,174381,236,2.83,421907,78257,391519,4
0,690909,155.92,353.82,396,7K Axities,303998,333,5.8,39838,67670,402151,7
0,2872694,155.07,168.77,2531,Cosmic Symphony,1391233,298,4.34,5614,8499,461277,4
0,553820,154.83,410.67,295,7K Black Another,195940,169,6.06,33931,70809,398968,7
0,2532277,154.18,83.6,5057,Rin's EXHAUST,1204322,125,3.31,39774,18931,450857,4
0,1021312,153.95,371.03,306,DEATH,478161,138,6.26,84298,54378,415413,4
64,1101044,153.86,409.89,295,LeiN-'s SC,518266,271,4.55,64095,57214,412562,4
64,1615738,153.68,843.15,10,Lovely Lunatic,332621,362,6.18,27495,39378,430319,7
0,1030300,153.62,67.88,5546,HD,482869,90,2.91,132283,58041,411740,4
0,1951921,153.14,205.27,1765,Autumn,934974,209,4.62,38790,33003,436773,4
0,2678243,153.07,154.86,2708,FAMoss' Another,965827,132,4.35,15818,14270,455465,4
0,1181795,153.05,376.1,309,Memories,518266,271,5.8,42311,57214,412562,4
0,3995196,152.89,459.92,148,Predetermination,1933536,245,6.65,9221,4093,465689,4
0,1130570,152.32,499.13,112,Alice in Wonderland,520399,143,6.66,32489,58314,411466,7
0,2387330,152,180.63,2291,Timelapse,1143243,221,4.52,44964,26915,442863,4
0,985723,151.96,101.84,3983,Hamids' 4K DABURETA!,460142,46,3.47,114627,58379,411397,4
0,649478,151.61,139.64,2994,5K Another,283841,96,3.83,23082,69462,400572,5
0,1101045,151.3,122.51,3365,MX,518266,271,3.79,62527,57214,412562,4
0,1487927,150.72,148.51,2864,Mage's Insane,702559,116,3.88,69588,44549,425252,4
0,2341610,150.67,67.1,5546,Another,1120648,141,3.2,78840,28558,441252,4
0,2506132,150.32,154.2,2788,FAMoss' Insane,1202872,218,3.99,14742,20939,449105,4
0,771271,149.81,84.83,4697,4K Lv.15,349774,88,3.35,168523,69016,400764,4
0,3060260,149.46,80.93,5057,Hyper,1492528,119,3.28,97850,17552,452226,4
0,1055810,149.01,165.27,2531,EXHAUST,495618,128,4.18,81996,59460,410349,4
0,3987715,148.93,537.25,79,The End,1930425,278,6.89,2820,590,469257,4
0,3411825,148.39,117.74,3715,Soup Tabetai,1670474,74,4.23,12259,11628,458220,4
0,865372,147.9,207.66,1765,Insane,386950,242,4.5,75927,58795,411003,4
64,1408345,147.55,389.07,346,Disconcerting,665463,301,4.42,80253,51368,418489,4
0,2523154,147.3,74.91,5425,Advanced,1212192,131,3.18,53452,20655,449246,4
0,3643071,147.26,199.28,2045,FAMoss' Extra,1778816,123,4.54,7356,7168,462904,4
0,391595,146.38,92.53,4348,S.Star's 4K HD+,153316,114,3.26,90415,79883,389985,4
0,1845376,146.1,236.83,1282,MAXIMUM,882704,119,4.89,53847,36879,432823,4
0,798949,145.71,180.71,2291,C.Star's INFINITE,363919,118,4.42,69333,65221,404614,4
0,2549651,145.49,76.88,5425,HARD,1154007,144,3.11,65754,25620,444173,4
0,2262481,145.09,69.32,5546,Hard,1081552,189,3.12,114827,24320,445457,4
0,1911640,144.6,141.29,2994,Resistance,899661,87,4.01,65763,36944,432903,4
0,2069131,144.5,120.09,3365,mint's Hard,919633,246,3.61,109971,34576,435109,4
0,1462317,144.48,66,5546,HD,691012,88,2.99,68346,46868,422961,4
0,2131277,144.47,139.28,3010,Heavenly,1018454,130,4.02,55872,31531,438529,4
0,1056849,144.26,73.9,5637,Or1g1n's Hyper,495790,99,3.23,155797,59245,410557,4
0,1596135,144.12,147.72,2864,Tofu's MX,591442,244,3.99,29529,45919,423885,4
0,2134964,143.67,77.47,5425,Hard,1018454,130,3.17,58428,31531,438529,4
0,1044811,143.66,176.89,2333,Collab 4K EXTRA,490166,115,4.38,88908,59248,410535,4
0,948537,143.6,144.06,2994,CS' EXHAUST,440924,119,4.15,62213,61231,408554,4
0,3525778,143.57,159.2,2708,White | Hikari's Insane,1683685,133,4.29,23443,10499,459278,4
0,2324481,143.22,245.47,1152,HARDCORE NINJA,1112619,121,4.85,25715,15945,453791,4
0,1265675,142.86,61.31,5221,463.89 m/s,575053,327,2.93,229808,53884,415951,4
0,2375812,142.54,81.24,5057,Tenshi,1137400,257,3.21,18783,27012,442790,4
0,1203652,142.28,150.31,2788,Another Lv.11,567907,234,4.12,55944,45855,423822,4
0,3242410,142.15,183.67,2291,Master,1587252,148,4.38,15801,11444,458235,4
0,3992756,142.07,420.83,234,Nihility,1932508,340,6.16,5786,4254,465522,4
0,2848497,141.19,242.06,1215,Maxime Musica,1378488,279,4.88,13458,13548,456231,4
0,1130163,140.75,135.63,3010,SPECIAL,533472,107,3.94,58054,54047,415729,4
0,1216881,140.21,342.75,394,HEAVENLY,574578,120,5.76,76215,54753,415023,4
0,1231252,139.96,245.45,1152,Ultimate,581729,186,4.97,79425,45382,424408,4
0,540060,139.2,192.1,2105,EXHAUST Lv.15,232650,116,4.44,170572,74235,395541,4
0,1225425,139.12,183.17,2291,CS' EXHAUST,577563,115,4.49,77550,55177,414603,4
64,1129049,138.87,332.61,456,Greget,532917,80,4.24,173034,43522,426255,4
0,3060261,138.55,147.45,2864,Insane,1492528,119,4.21,70903,17552,452226,4
0,1149841,138.49,172.09,2468,puxtu's another,537792,176,4.23,23326,56384,413394,4
0,703146,138.04,144.28,2994,4K Insane,315350,117,3.96,113994,67833,402094,4
0,1055022,137.95,257.18,942,GRAVITY,495618,128,5.15,95435,59460,410349,4
0,1861911,136.76,140.62,2994,Avalon's EXHAUST,506056,117,4.09,36272,18246,451545,4
0,1869523,135.94,83.9,5057,Voxa's Hard,894666,151,3.21,50436,23359,446608,4
0,973399,135.72,241.59,1215,EXHAUST Lv.15,453960,110,4.82,71315,62011,407783,4
0,1592262,135.71,152.84,2788,Another,513701,179,4.2,55746,42587,427595,4
64,1967430,135.55,543.46,78,Last Adventure,942240,152,5.05,92150,23485,446293,4
0,2363760,135.06,168.38,2531,Randomness,1131640,128,4.21,29975,21498,448287,4
0,651992,134.95,170.18,2468,Insane,285730,114,4.19,85741,72043,397745,4
0,1016317,134.68,132.25,3262,Linde::BANGKE's EXHAUST,475698,118,3.82,106718,60138,409704,4
0,219360,134.1,218.61,1637,LV.28,78382,93,4.84,55592,88231,381504,7
0,2506130,134.03,75.95,5425,Kanon's Hard,1202872,218,3.12,37563,20939,449105,4
0,2034886,133.85,101.84,3983,FAMoss' EXHAUST,957330,117,3.53,39740,25406,444376,4
0,985880,133.68,74.82,5425,HD,460324,188,3,164437,58450,411326,4
64,2598323,133.4,595.83,46,Universe,1103580,258,5.37,49872,22137,447706,4
0,785227,133.19,140.49,2994,Shana's EXHAUST,356253,111,3.98,137342,67620,402192,4
0,421064,132.94,216.75,1637,SC,174381,236,4.63,163005,78257,391519,4
0,834266,132.93,267.29,874,Final Voyage,381334,362,5.07,46746,63708,406068,4
64,963330,132.78,432.75,240,4K Goddess,387756,347,4.62,134015,56606,413170,4
0,565453,132.78,70.21,5637,HD,245393,188,3.02,157775,69280,400576,4
0,964146,131.77,80.19,5057,Hyper,426638,153,3.23,64348,53216,416623,4
0,901047,131.75,97.99,4190,ADVANCED,415886,118,3.5,294725,62483,407308,4
0,674175,131.6,71.58,5637,ADVANCED,300599,115,3.16,230068,69108,400804,4
0,672098,131.36,206.33,1765,Kawa & Julie's 7K Extra,283841,96,4.51,26079,69462,400572,7
0,709257,131.22,63.86,5221,Zan's Hard,309328,112,2.98,140397,68002,401846,4
0,2815412,131,101.41,3983,Hard,1359629,163,3.43,9073,14357,455487,4
0,2639800,130.08,111.3,3701,insane,1270255,118,3.76,20887,18514,451284,4
0,2278484,129.99,174.79,2333,Mechanized Warfare,1089835,192,4.29,11500,18820,450956,4
0,798208,129.63,236.64,1282,SHD,304831,119,4.83,94554,67477,402328,4
0,651705,129.41,53.53,1943,Hard,288794,250,2.64,310034,73039,396737,4
0,839152,128.85,68.5,5546,ADVANCED,383929,111,3.04,205492,61291,408485,4
0,1042788,128.59,212.04,1655,Rinzler's Lolis,480769,104,4.71,114147,58962,410814,4
0,770124,128.35,90.13,4348,ADVANCED,349208,126,3.51,360393,62697,407125,4
64,3004962,127.78,547.27,62,Determination,1462798,1783,5.16,6526,11131,458518,4
0,4098072,127.04,190.27,2105,V#YEB GORODA I ZARABOTAL DENEG,1974673,146,4.45,2444,1661,468116,4
0,1645322,126.62,102.98,3983,Tofu's Another,779472,133,3.59,48816,34280,435497,4
0,866798,126.55,175.28,2333,Extra,398656,117,4.27,81914,61450,408329,4
0,3624095,126.13,88.18,4697,EXPERT LV.31,1680354,120,3.55,19162,10291,459449,4
0,2186225,126.12,70.66,5637,Voxa's HARD,1045793,135,3.1,24519,11719,458058,4
0,1773716,125.84,107.87,3837,Insane,847807,84,3.48,71775,41374,428489,4
0,1216040,125.47,166.63,2531,MX,574129,125,4.24,29628,47553,422250,4
0,431260,125.03,220.01,1576,Fullerene's 4K Catastrophic Shift,171880,377,4.64,35534,66607,403217,4
0,741749,125,293.89,694,Sweetness Overload!,335072,332,5.32,27929,69704,400073,7
0,3616479,124.91,134.18,3262,Alptraum's Another,1766740,127,4.11,12401,4436,465197,4
0,2586726,124.68,91.93,4348,Expert,1228135,199,3.47,47330,23511,446295,4
0,2384812,124.34,86.4,4697,Daeng's Hard,1141872,83,3.26,60642,26409,443312,4
0,711786,124.25,252.84,1066,KK's GRAVITY,298006,119,4.86,90974,70185,399636,4
0,2604527,123.85,130.98,3262,Another,1253230,130,3.86,32103,17052,452751,4
0,901488,123.15,112.12,3701,4K INFINITE Lv.13,382403,110,3.58,88310,59935,410122,4
64,2387330,123.1,416.17,250,Timelapse,1143243,221,4.52,44964,26915,442863,4
0,2260043,121.37,175.49,2333,FAMoss' Insane,1078388,217,4.16,14806,18430,451359,4
0,2274499,120.95,101.05,3983,Hard,1087685,240,3.41,63432,29583,440193,4
0,1029795,120.34,143.89,2994,EXHAUST Lv.13,482617,115,4.2,73079,60925,408856,4
0,3228377,120.01,81.63,5057,FAMoss' HARD,1581028,114,3.27,13322,7095,462682,4
0,3349978,119.92,105.03,3837,Nostalgia,1641355,134,3.6,7199,13734,455963,4
0,911602,119.88,175.16,2333,Chicken x leqek's EXHAUST,421497,120,4.42,151762,63275,406501,4
0,3757496,119.85,203.49,1864,ATing's MASTER,1830658,120,4.5,8886,3538,466274,4
0,985758,119.47,83.82,5057,HD,459223,227,3.18,91215,61617,408173,4
0,1245015,119.22,345.11,442,jAkAds' MAXIMUM,587269,117,5.64,99315,51347,418521,4
